"transaction_id","year","month","day","customer_name","city","country","amount","payment_method","status"
"T30000713",2024,8,29,"Ewa Nowak","Poznań","FR",8447.29,"cash","declined"
"T30000714",2023,11,30,"Adam Nowak","Wrocław","ES",6093.5,"blik","approved"
"T30000715",2023,7,15,"Ewa Mazur","Kraków","DE",3628.95,"transfer","approved"
"T30000716",2023,7,7,"Maria Mazur","Gdańsk","PL",3071.57,"card","pending"
"T30000717",2025,8,18,"Maria Wojcik","Kraków","FR",2619.13,"card","declined"
"T30000718",2023,7,31,"Maria Wojcik","Warszawa","FR",5597.08,"cash","approved"
"T30000719",2025,8,5,"Adam Nowak","Gdańsk","PL",3187.16,"cash","declined"
"T30000720",2023,12,10,"Anna Kowalski","Poznań","IT",259.06,"blik","pending"
"T30000721",2025,3,16,"Anna Kaczmarek","Poznań","IT",7415.66,"card","approved"
"T30000722",2024,10,9,"Maria Wojcik","Warszawa","FR",8160.51,"card","declined"
"T30000723",2023,5,3,"Maria Nowak","Gdańsk","IT",9285.11,"cash","declined"
"T30000724",2023,3,12,"Kasia Wisniewski","Poznań","DE",6444.46,"cash","declined"
"T30000725",2024,8,3,"Anna Kowalski","Warszawa","ES",9456.29,"blik","approved"
"T30000726",2023,2,10,"Piotr Wisniewski","Warszawa","FR",7722.23,"card","approved"
"T30000727",2024,5,15,"Tomasz Mazur","Poznań","ES",9940.73,"blik","approved"
"T30000728",2024,1,19,"Tomasz Kaczmarek","Gdańsk","DE",2496.56,"transfer","approved"
"T30000729",2025,2,1,"Ewa Wisniewski","Poznań","DE",2716.82,"blik","approved"
"T30000730",2024,8,25,"Jan Nowak","Wrocław","FR",1302.45,"transfer","approved"
"T30000731",2024,3,6,"Anna Kowalski","Poznań","DE",1807.11,"card","approved"
"T30000732",2023,9,16,"Tomasz Kaczmarek","Wrocław","PL",8475.77,"card","declined"
"T30000733",2023,11,7,"Maria Nowak","Gdańsk","IT",6515.11,"blik","pending"
"T30000734",2025,5,24,"Kasia Kaczmarek","Poznań","FR",1599.88,"cash","declined"
"T30000735",2024,10,16,"Maria Wojcik","Warszawa","PL",4471.08,"card","pending"
"T30000736",2025,2,5,"Kasia Kowalski","Gdańsk","IT",6404.45,"transfer","declined"
"T30000737",2024,9,9,"Adam Nowak","Gdańsk","DE",5836.88,"cash","approved"
"T30000738",2023,4,13,"Ewa Kaczmarek","Poznań","FR",5623.71,"transfer","pending"
"T30000739",2023,9,9,"Ewa Kaczmarek","Wrocław","IT",2875.87,"card","approved"
"T30000740",2023,9,13,"Ewa Kaczmarek","Poznań","DE",9668.27,"blik","approved"
"T30000741",2024,6,22,"Tomasz Wojcik","Poznań","PL",7476.68,"blik","declined"
"T30000742",2023,3,13,"Tomasz Kowalski","Wrocław","ES",1726.63,"card","pending"
"T30000743",2023,12,22,"Tomasz Wisniewski","Warszawa","IT",384.85,"card","approved"
"T30000744",2025,5,29,"Anna Nowak","Gdańsk","FR",6666.95,"blik","pending"
"T30000745",2023,12,19,"Kasia Nowak","Poznań","ES",4649.28,"transfer","approved"
"T30000746",2025,6,4,"Ewa Wisniewski","Warszawa","PL",8994.33,"card","approved"
"T30000747",2023,6,24,"Piotr Wojcik","Poznań","FR",7258.61,"card","approved"
"T30000748",2024,9,17,"Jan Wojcik","Kraków","IT",6437.32,"cash","approved"
"T30000749",2025,3,16,"Jan Nowak","Poznań","IT",365.06,"blik","approved"
"T30000750",2025,11,3,"Maria Mazur","Kraków","FR",8687.71,"blik","approved"
"T30000751",2024,4,25,"Adam Mazur","Gdańsk","PL",7936.78,"transfer","declined"
"T30000752",2025,2,23,"Adam Kaczmarek","Warszawa","PL",1054.64,"card","declined"
"T30000753",2025,1,10,"Anna Kowalski","Kraków","IT",9478.81,"blik","approved"
"T30000754",2024,10,12,"Ewa Mazur","Kraków","DE",2620.82,"blik","approved"
"T30000755",2023,7,6,"Ewa Wojcik","Wrocław","DE",6235.57,"blik","pending"
"T30000756",2024,2,8,"Ewa Kaczmarek","Wrocław","IT",1306.76,"card","declined"
"T30000757",2024,3,23,"Maria Wisniewski","Poznań","IT",1279.53,"transfer","pending"
"T30000758",2024,8,31,"Piotr Wojcik","Wrocław","PL",5033.17,"card","declined"
"T30000759",2023,10,2,"Tomasz Kaczmarek","Kraków","DE",8026.48,"card","approved"
"T30000760",2025,1,15,"Ewa Nowak","Warszawa","FR",3246.28,"blik","pending"
"T30000761",2023,6,30,"Maria Mazur","Poznań","IT",7905.4,"blik","approved"
"T30000762",2024,5,9,"Anna Mazur","Wrocław","FR",2393.85,"card","approved"
"T30000763",2023,1,17,"Kasia Kaczmarek","Poznań","IT",3165.47,"cash","pending"
"T30000764",2023,5,12,"Piotr Wojcik","Gdańsk","ES",6774.84,"cash","declined"
"T30000765",2023,11,9,"Tomasz Mazur","Poznań","FR",8633.7,"card","approved"
"T30000766",2025,3,30,"Tomasz Kowalski","Gdańsk","FR",418.1,"cash","declined"
"T30000767",2025,5,28,"Jan Nowak","Wrocław","PL",2797.65,"transfer","pending"
"T30000768",2025,3,1,"Tomasz Wisniewski","Gdańsk","DE",8717.56,"card","approved"
"T30000769",2024,8,25,"Adam Wisniewski","Poznań","IT",3980.41,"cash","approved"
"T30000770",2023,7,17,"Adam Mazur","Wrocław","IT",9031.93,"transfer","approved"
"T30000771",2024,1,23,"Anna Wisniewski","Poznań","IT",4110.67,"transfer","pending"
"T30000772",2024,12,8,"Maria Wojcik","Gdańsk","ES",8652.85,"transfer","pending"
"T30000773",2024,9,22,"Ewa Kaczmarek","Poznań","PL",9767.6,"blik","pending"
"T30000774",2024,2,5,"Piotr Wisniewski","Warszawa","ES",3823.22,"card","approved"
"T30000775",2024,12,9,"Anna Wojcik","Poznań","DE",1576.08,"blik","pending"
"T30000776",2023,12,21,"Tomasz Kaczmarek","Poznań","ES",7436.66,"transfer","approved"
"T30000777",2023,6,10,"Piotr Kaczmarek","Warszawa","IT",3336.48,"card","declined"
"T30000778",2025,9,26,"Piotr Nowak","Poznań","FR",7852.43,"card","approved"
"T30000779",2025,6,27,"Jan Mazur","Poznań","FR",9040,"cash","pending"
"T30000780",2024,2,24,"Jan Kaczmarek","Poznań","IT",5825.37,"card","approved"
"T30000781",2024,9,5,"Tomasz Kaczmarek","Kraków","IT",3069.06,"transfer","approved"
"T30000782",2023,11,5,"Anna Kaczmarek","Poznań","ES",3032.38,"card","declined"
"T30000783",2023,5,4,"Jan Kaczmarek","Wrocław","FR",8643.44,"transfer","approved"
"T30000784",2024,12,14,"Maria Kowalski","Gdańsk","DE",4827.94,"card","declined"
"T30000785",2023,1,16,"Kasia Mazur","Wrocław","FR",7573.33,"card","pending"
"T30000786",2023,11,28,"Jan Wojcik","Poznań","IT",1806.91,"card","declined"
"T30000787",2024,11,26,"Jan Wojcik","Poznań","FR",2770.04,"card","approved"
"T30000788",2023,5,4,"Jan Kowalski","Gdańsk","ES",1979.34,"cash","pending"
"T30000789",2024,11,23,"Tomasz Kaczmarek","Kraków","DE",1010.31,"cash","pending"
"T30000790",2023,9,22,"Kasia Wojcik","Kraków","FR",8218.32,"blik","pending"
"T30000791",2023,3,18,"Piotr Nowak","Gdańsk","ES",3516.37,"blik","declined"
"T30000792",2025,5,6,"Anna Nowak","Gdańsk","PL",1253.28,"card","approved"
"T30000793",2024,11,10,"Jan Wisniewski","Poznań","FR",9564.83,"blik","approved"
"T30000794",2023,12,19,"Piotr Wojcik","Gdańsk","ES",684.82,"transfer","declined"
"T30000795",2024,6,28,"Kasia Mazur","Gdańsk","FR",9139.73,"transfer","approved"
"T30000796",2024,2,25,"Maria Nowak","Poznań","FR",9018.76,"blik","declined"
"T30000797",2024,8,19,"Piotr Kaczmarek","Wrocław","ES",321.67,"blik","pending"
"T30000798",2025,1,8,"Adam Wisniewski","Gdańsk","ES",8883.02,"card","approved"
"T30000799",2023,8,12,"Tomasz Wojcik","Kraków","PL",435.98,"card","pending"
"T30000800",2025,11,6,"Adam Kaczmarek","Kraków","ES",4747.26,"card","approved"
"T30000801",2023,8,5,"Ewa Nowak","Warszawa","DE",1087.84,"card","declined"
"T30000802",2024,11,8,"Jan Nowak","Wrocław","ES",2305.83,"card","declined"
"T30000803",2024,8,19,"Kasia Wisniewski","Kraków","ES",7787.43,"transfer","pending"
"T30000804",2024,8,27,"Kasia Kaczmarek","Warszawa","PL",633.25,"transfer","approved"
"T30000805",2024,8,28,"Jan Nowak","Warszawa","DE",9129.29,"card","approved"
"T30000806",2025,7,29,"Maria Wojcik","Kraków","PL",8384.23,"transfer","pending"
"T30000807",2024,8,18,"Piotr Wojcik","Warszawa","FR",1578.54,"card","approved"
"T30000808",2024,4,16,"Anna Wisniewski","Kraków","DE",2628.47,"card","approved"
"T30000809",2024,3,18,"Tomasz Wisniewski","Kraków","DE",983.05,"card","approved"
"T30000810",2023,1,25,"Ewa Wisniewski","Kraków","PL",9741.82,"cash","declined"
"T30000811",2024,12,27,"Tomasz Kowalski","Warszawa","DE",7377.34,"transfer","approved"
"T30000812",2023,4,19,"Tomasz Kaczmarek","Poznań","PL",5440.57,"card","pending"
"T30000813",2024,9,30,"Tomasz Wojcik","Warszawa","IT",9197.89,"card","approved"
"T30000814",2024,1,1,"Anna Wisniewski","Kraków","DE",5169.11,"blik","approved"
"T30000815",2025,7,7,"Maria Mazur","Gdańsk","IT",8241.05,"card","approved"
"T30000816",2023,1,13,"Adam Mazur","Warszawa","IT",4240.53,"card","approved"
"T30000817",2025,7,7,"Maria Wojcik","Kraków","DE",9365.8,"cash","declined"
"T30000818",2024,6,18,"Kasia Kowalski","Gdańsk","ES",8406.08,"transfer","approved"
"T30000819",2025,2,19,"Tomasz Wisniewski","Poznań","ES",811.45,"card","approved"
"T30000820",2024,9,23,"Kasia Kaczmarek","Wrocław","IT",4970.67,"transfer","approved"
"T30000821",2024,6,25,"Kasia Nowak","Poznań","IT",7489.51,"blik","pending"
"T30000822",2023,5,10,"Anna Kowalski","Poznań","ES",2576.79,"cash","approved"
"T30000823",2023,4,24,"Adam Mazur","Warszawa","ES",8300.57,"transfer","declined"
"T30000824",2024,3,9,"Piotr Kaczmarek","Warszawa","DE",6077.94,"cash","declined"
"T30000825",2025,7,27,"Maria Mazur","Wrocław","FR",1594.41,"blik","declined"
"T30000826",2024,1,25,"Adam Kaczmarek","Warszawa","IT",8288.7,"cash","approved"
"T30000827",2023,5,19,"Piotr Kaczmarek","Wrocław","DE",6173.74,"card","declined"
"T30000828",2025,4,27,"Adam Kaczmarek","Warszawa","FR",2784.82,"transfer","approved"
"T30000829",2023,3,1,"Adam Kowalski","Wrocław","ES",7608.13,"card","declined"
"T30000830",2024,6,26,"Piotr Wisniewski","Warszawa","DE",2192.11,"card","declined"
"T30000831",2023,7,2,"Adam Nowak","Poznań","DE",95.94,"cash","pending"
"T30000832",2024,3,23,"Jan Kowalski","Kraków","FR",3193.84,"cash","pending"
"T30000833",2024,6,26,"Ewa Kaczmarek","Warszawa","PL",2715.95,"blik","declined"
"T30000834",2025,1,20,"Ewa Nowak","Gdańsk","DE",7364.14,"cash","pending"
"T30000835",2025,9,2,"Tomasz Mazur","Gdańsk","PL",3502.59,"blik","declined"
"T30000836",2025,5,8,"Anna Nowak","Gdańsk","FR",8046.55,"card","approved"
"T30000837",2023,4,18,"Piotr Kaczmarek","Warszawa","IT",8380.37,"cash","approved"
"T30000838",2023,1,19,"Maria Wojcik","Poznań","IT",1358.13,"cash","pending"
"T30000839",2024,1,12,"Kasia Nowak","Gdańsk","FR",217.49,"transfer","approved"
"T30000840",2023,3,17,"Maria Nowak","Gdańsk","PL",3880.37,"transfer","pending"
"T30000841",2024,1,14,"Kasia Wisniewski","Warszawa","ES",9610.5,"card","pending"
"T30000842",2024,12,12,"Ewa Wisniewski","Poznań","ES",9875.03,"transfer","approved"
"T30000843",2024,12,11,"Tomasz Nowak","Gdańsk","FR",8611,"card","declined"
"T30000844",2024,6,29,"Ewa Kowalski","Poznań","IT",3781.53,"card","approved"
"T30000845",2023,6,29,"Jan Nowak","Gdańsk","DE",3908.84,"cash","declined"
"T30000846",2023,12,22,"Tomasz Nowak","Wrocław","IT",9588.43,"transfer","pending"
"T30000847",2024,3,12,"Tomasz Kowalski","Gdańsk","DE",6881.06,"card","declined"
"T30000848",2025,4,21,"Ewa Kaczmarek","Kraków","IT",1180.89,"transfer","approved"
"T30000849",2025,9,10,"Ewa Kowalski","Warszawa","ES",769,"card","approved"
"T30000850",2023,12,22,"Tomasz Nowak","Gdańsk","FR",1754.5,"cash","approved"
"T30000851",2025,5,20,"Maria Wojcik","Gdańsk","ES",9373.81,"card","declined"
"T30000852",2024,8,12,"Kasia Wojcik","Wrocław","DE",6888.5,"cash","approved"
"T30000853",2024,7,23,"Ewa Nowak","Wrocław","IT",689.12,"cash","approved"
"T30000854",2024,1,1,"Ewa Mazur","Poznań","ES",1883.3,"blik","pending"
"T30000855",2024,12,17,"Ewa Nowak","Warszawa","PL",673.39,"card","pending"
"T30000856",2025,9,30,"Adam Wojcik","Wrocław","DE",9363.62,"card","pending"
"T30000857",2024,2,14,"Ewa Kowalski","Wrocław","DE",6153.35,"cash","pending"
"T30000858",2025,2,8,"Piotr Kowalski","Gdańsk","IT",5702.21,"blik","declined"
"T30000859",2023,3,28,"Adam Wojcik","Wrocław","DE",9230.96,"blik","declined"
"T30000860",2025,9,11,"Tomasz Wojcik","Kraków","DE",8602.14,"card","declined"
"T30000861",2024,7,24,"Tomasz Wisniewski","Kraków","PL",6453.71,"card","pending"
"T30000862",2023,1,23,"Jan Kaczmarek","Poznań","DE",4022.11,"transfer","declined"
"T30000863",2024,4,29,"Maria Kaczmarek","Wrocław","FR",715.34,"card","approved"
"T30000864",2023,9,20,"Adam Nowak","Gdańsk","FR",9988.9,"transfer","approved"
"T30000865",2024,7,15,"Ewa Kowalski","Wrocław","PL",2412.94,"transfer","approved"
"T30000866",2023,4,13,"Piotr Kaczmarek","Poznań","IT",410.75,"blik","declined"
"T30000867",2024,1,30,"Kasia Nowak","Gdańsk","DE",4049,"cash","approved"
"T30000868",2025,8,19,"Jan Wojcik","Kraków","PL",6561.05,"cash","pending"
"T30000869",2024,12,9,"Ewa Kaczmarek","Kraków","PL",8805.67,"transfer","approved"
"T30000870",2023,11,17,"Ewa Kaczmarek","Poznań","IT",701.52,"cash","pending"
"T30000871",2025,2,24,"Tomasz Mazur","Poznań","FR",9304.94,"blik","approved"
"T30000872",2025,7,31,"Maria Kaczmarek","Kraków","PL",940,"card","declined"
"T30000873",2023,3,6,"Kasia Wojcik","Wrocław","PL",2767.41,"card","approved"
"T30000874",2024,10,7,"Ewa Kaczmarek","Warszawa","ES",1140.87,"card","approved"
"T30000875",2023,9,21,"Ewa Kowalski","Gdańsk","ES",9262.15,"transfer","pending"
"T30000876",2023,9,17,"Ewa Mazur","Poznań","FR",849.24,"cash","approved"
"T30000877",2025,5,5,"Maria Mazur","Kraków","ES",2614.97,"card","declined"
"T30000878",2025,1,24,"Adam Nowak","Kraków","IT",3371,"transfer","approved"
"T30000879",2023,9,19,"Ewa Kowalski","Poznań","IT",8899.44,"card","declined"
"T30000880",2024,4,20,"Anna Kaczmarek","Gdańsk","FR",1340.41,"transfer","pending"
"T30000881",2024,6,14,"Ewa Nowak","Poznań","IT",131.22,"card","declined"
"T30000882",2024,11,5,"Jan Wojcik","Warszawa","PL",7153.44,"card","approved"
"T30000883",2023,3,26,"Tomasz Kaczmarek","Gdańsk","ES",8088.01,"transfer","approved"
"T30000884",2025,4,20,"Tomasz Kowalski","Wrocław","DE",3844.48,"cash","pending"
"T30000885",2024,12,5,"Kasia Wisniewski","Kraków","DE",1085.29,"transfer","approved"
"T30000886",2023,2,26,"Tomasz Kaczmarek","Kraków","ES",4349.61,"card","approved"
"T30000887",2023,9,1,"Adam Nowak","Kraków","PL",6294.9,"blik","pending"
"T30000888",2023,3,14,"Jan Wojcik","Gdańsk","FR",645.32,"card","pending"
"T30000889",2023,2,17,"Maria Kowalski","Wrocław","PL",756.16,"transfer","pending"
"T30000890",2025,1,15,"Adam Wojcik","Wrocław","DE",6286.89,"blik","approved"
"T30000891",2023,6,30,"Piotr Wisniewski","Kraków","DE",9897.43,"transfer","approved"
"T30000892",2023,2,10,"Adam Wojcik","Kraków","FR",541.08,"blik","approved"
"T30000893",2023,12,29,"Anna Kowalski","Warszawa","PL",432.45,"card","declined"
"T30000894",2025,2,5,"Anna Mazur","Wrocław","IT",6016.94,"card","pending"
"T30000895",2023,12,28,"Tomasz Nowak","Poznań","ES",1846.28,"transfer","approved"
"T30000896",2025,10,17,"Kasia Nowak","Kraków","IT",9576.78,"card","approved"
"T30000897",2025,5,22,"Anna Wisniewski","Gdańsk","IT",3247.74,"transfer","declined"
"T30000898",2023,7,17,"Jan Kaczmarek","Gdańsk","PL",4605.72,"blik","declined"
"T30000899",2024,3,23,"Anna Wojcik","Poznań","DE",2736.86,"card","approved"
"T30000900",2023,2,28,"Anna Kaczmarek","Gdańsk","IT",6707.03,"transfer","pending"
"T30000901",2023,12,26,"Piotr Kowalski","Wrocław","PL",6708.8,"card","approved"
"T30000902",2025,11,4,"Maria Mazur","Warszawa","ES",5472.14,"cash","approved"
"T30000903",2025,4,13,"Kasia Kowalski","Gdańsk","DE",4338.64,"blik","declined"
"T30000904",2023,5,3,"Jan Wisniewski","Gdańsk","ES",901.7,"transfer","approved"
"T30000905",2023,11,1,"Kasia Kowalski","Poznań","FR",3321.8,"blik","approved"
"T30000906",2025,6,25,"Kasia Wojcik","Warszawa","PL",3157.01,"card","declined"
"T30000907",2024,11,27,"Ewa Wojcik","Gdańsk","PL",2003.2,"blik","approved"
"T30000908",2025,4,11,"Maria Mazur","Kraków","ES",8008.55,"card","approved"
"T30000909",2023,12,20,"Anna Wojcik","Kraków","DE",3800.52,"cash","approved"
"T30000910",2024,8,18,"Jan Kaczmarek","Wrocław","DE",2678.69,"transfer","approved"
"T30000911",2025,3,10,"Kasia Kaczmarek","Kraków","IT",9012.69,"transfer","declined"
"T30000912",2024,11,29,"Adam Nowak","Gdańsk","ES",7003.14,"blik","pending"
"T30000913",2023,8,25,"Kasia Wojcik","Wrocław","ES",4755.38,"blik","approved"
"T30000914",2023,10,4,"Jan Wisniewski","Kraków","FR",9406.17,"card","approved"
"T30000915",2023,2,28,"Kasia Kaczmarek","Warszawa","PL",4096.72,"blik","declined"
"T30000916",2025,5,26,"Piotr Kaczmarek","Poznań","ES",7620.35,"card","approved"
"T30000917",2024,3,9,"Jan Nowak","Poznań","IT",4206.78,"cash","approved"
"T30000918",2025,7,17,"Adam Wisniewski","Warszawa","ES",6483.5,"transfer","pending"
"T30000919",2024,3,28,"Anna Mazur","Kraków","ES",3610.5,"cash","approved"
"T30000920",2024,7,1,"Anna Nowak","Poznań","DE",9853.55,"cash","pending"
"T30000921",2025,10,10,"Anna Kaczmarek","Warszawa","FR",4683.69,"card","declined"
"T30000922",2025,5,20,"Anna Kaczmarek","Wrocław","FR",6636.22,"blik","approved"
"T30000923",2024,7,4,"Anna Wisniewski","Warszawa","IT",6959.17,"blik","pending"
"T30000924",2024,5,31,"Piotr Wisniewski","Warszawa","PL",4158.76,"blik","declined"
"T30000925",2025,7,28,"Maria Wisniewski","Poznań","ES",4626.5,"cash","approved"
"T30000926",2025,1,8,"Maria Wojcik","Gdańsk","ES",6318.67,"card","approved"
"T30000927",2024,8,22,"Kasia Kowalski","Kraków","IT",7711.7,"cash","approved"
"T30000928",2023,6,12,"Kasia Kaczmarek","Wrocław","DE",9220.15,"cash","declined"
"T30000929",2025,5,5,"Jan Wojcik","Kraków","PL",7823.5,"transfer","approved"
"T30000930",2023,11,11,"Ewa Wisniewski","Warszawa","ES",5348.87,"blik","approved"
"T30000931",2024,9,1,"Ewa Mazur","Poznań","FR",3807.82,"blik","pending"
"T30000932",2023,3,11,"Adam Mazur","Warszawa","FR",7011.83,"transfer","pending"
"T30000933",2024,3,18,"Anna Wisniewski","Kraków","PL",2962.12,"cash","approved"
"T30000934",2025,4,18,"Jan Wojcik","Wrocław","ES",6009.79,"cash","declined"
"T30000935",2024,10,17,"Jan Wojcik","Poznań","IT",7994.53,"card","pending"
"T30000936",2023,2,18,"Piotr Wojcik","Warszawa","PL",5223.36,"blik","declined"
"T30000937",2025,3,9,"Ewa Kaczmarek","Poznań","PL",5105.93,"card","declined"
"T30000938",2023,11,1,"Jan Mazur","Gdańsk","FR",3813.25,"transfer","approved"
"T30000939",2023,3,29,"Jan Nowak","Warszawa","DE",6051.41,"card","approved"
"T30000940",2024,1,15,"Ewa Wojcik","Warszawa","ES",1710.76,"transfer","pending"
"T30000941",2024,7,18,"Kasia Kowalski","Gdańsk","ES",9300.58,"transfer","approved"
"T30000942",2025,8,20,"Jan Kaczmarek","Wrocław","ES",7391.45,"transfer","declined"
"T30000943",2023,3,25,"Kasia Kowalski","Warszawa","IT",6484.6,"card","approved"
"T30000944",2023,3,7,"Kasia Wojcik","Gdańsk","DE",4660.57,"blik","approved"
"T30000945",2023,9,15,"Maria Mazur","Kraków","FR",8953.17,"card","approved"
"T30000946",2023,12,9,"Tomasz Mazur","Warszawa","IT",9008.08,"transfer","approved"
"T30000947",2024,7,13,"Ewa Nowak","Poznań","IT",1676.77,"cash","approved"
"T30000948",2024,1,7,"Maria Kowalski","Gdańsk","FR",1617.53,"cash","pending"
"T30000949",2025,1,19,"Jan Wojcik","Gdańsk","PL",3071.05,"transfer","approved"
"T30000950",2023,3,31,"Adam Nowak","Poznań","DE",5569.32,"transfer","declined"
"T30000951",2024,12,1,"Maria Kowalski","Wrocław","DE",6336.72,"blik","pending"
"T30000952",2023,5,31,"Kasia Mazur","Wrocław","FR",7550.62,"blik","approved"
"T30000953",2023,8,16,"Maria Kaczmarek","Wrocław","PL",5770.9,"cash","pending"
"T30000954",2024,12,9,"Piotr Kaczmarek","Warszawa","FR",1818.19,"cash","approved"
"T30000955",2023,4,14,"Adam Nowak","Wrocław","FR",7906.79,"cash","approved"
"T30000956",2023,9,27,"Tomasz Kowalski","Poznań","DE",9218.43,"transfer","approved"
"T30000957",2024,11,1,"Maria Kowalski","Wrocław","FR",2721.28,"cash","approved"
"T30000958",2023,2,6,"Adam Mazur","Warszawa","IT",8134.78,"cash","approved"
"T30000959",2024,1,11,"Kasia Wisniewski","Wrocław","ES",9913.04,"cash","approved"
"T30000960",2024,12,8,"Jan Mazur","Gdańsk","DE",867.62,"card","approved"
"T30000961",2023,5,5,"Tomasz Kaczmarek","Kraków","FR",1694.23,"transfer","declined"
"T30000962",2023,12,19,"Jan Wisniewski","Wrocław","PL",8595.77,"blik","pending"
"T30000963",2023,11,22,"Maria Wisniewski","Wrocław","FR",1785.15,"cash","approved"
"T30000964",2023,12,6,"Anna Wojcik","Poznań","PL",1539.33,"card","approved"
"T30000965",2024,1,19,"Piotr Wojcik","Warszawa","FR",7350.28,"card","approved"
"T30000966",2023,2,19,"Kasia Kowalski","Gdańsk","PL",5648.55,"card","pending"
"T30000967",2024,12,27,"Kasia Mazur","Gdańsk","FR",208.96,"blik","approved"
"T30000968",2024,4,4,"Anna Wisniewski","Kraków","FR",2699.14,"cash","approved"
"T30000969",2024,5,16,"Maria Wisniewski","Kraków","DE",9629.68,"transfer","declined"
"T30000970",2025,4,20,"Adam Wojcik","Wrocław","PL",7438.7,"card","approved"
"T30000971",2025,6,3,"Tomasz Wojcik","Gdańsk","FR",7978.44,"blik","pending"
"T30000972",2023,5,4,"Tomasz Nowak","Wrocław","PL",3931.03,"cash","declined"
"T30000973",2024,8,22,"Ewa Wojcik","Kraków","ES",9241.12,"card","approved"
"T30000974",2023,12,26,"Anna Mazur","Wrocław","FR",3775.61,"card","approved"
"T30000975",2024,12,11,"Piotr Mazur","Gdańsk","DE",4732.98,"card","approved"
"T30000976",2025,4,14,"Piotr Kowalski","Warszawa","FR",2077.8,"cash","pending"
"T30000977",2024,8,2,"Kasia Nowak","Wrocław","DE",9983.21,"cash","approved"
"T30000978",2023,4,3,"Anna Wojcik","Warszawa","DE",2645.03,"transfer","declined"
"T30000979",2025,1,30,"Anna Wisniewski","Gdańsk","ES",2505.68,"transfer","approved"
"T30000980",2024,11,29,"Adam Nowak","Gdańsk","FR",7625.89,"blik","approved"
"T30000981",2023,7,29,"Jan Kaczmarek","Poznań","ES",6523.95,"transfer","approved"
"T30000982",2025,3,30,"Piotr Kaczmarek","Poznań","ES",3683.53,"transfer","declined"
"T30000983",2023,3,19,"Kasia Kaczmarek","Poznań","PL",6771.94,"transfer","approved"
"T30000984",2023,9,16,"Adam Wisniewski","Wrocław","ES",1452.39,"card","approved"
"T30000985",2024,6,27,"Piotr Wisniewski","Gdańsk","IT",6832.56,"blik","approved"
"T30000986",2023,5,23,"Jan Kaczmarek","Wrocław","FR",2300.31,"transfer","declined"
"T30000987",2023,9,6,"Ewa Kaczmarek","Kraków","DE",3091.87,"blik","pending"
"T30000988",2025,5,18,"Ewa Wisniewski","Poznań","IT",9150.51,"card","declined"
"T30000989",2023,6,5,"Tomasz Kaczmarek","Poznań","FR",4961.46,"transfer","declined"
"T30000990",2025,3,7,"Piotr Nowak","Gdańsk","FR",8654.48,"card","pending"
"T30000991",2024,2,17,"Jan Wojcik","Kraków","DE",7516.47,"transfer","declined"
"T30000992",2024,10,19,"Piotr Wojcik","Poznań","DE",547.02,"transfer","pending"
"T30000993",2024,12,18,"Ewa Kaczmarek","Kraków","ES",9691.99,"card","pending"
"T30000994",2023,1,18,"Maria Kaczmarek","Warszawa","IT",5808.35,"card","approved"
"T30000995",2023,5,11,"Tomasz Mazur","Wrocław","ES",5340.37,"cash","approved"
"T30000996",2024,7,10,"Kasia Kaczmarek","Kraków","PL",6688.13,"card","approved"
"T30000997",2025,9,24,"Ewa Nowak","Gdańsk","DE",1771.52,"cash","approved"
"T30000998",2024,8,5,"Adam Wojcik","Wrocław","PL",6987.57,"transfer","approved"
"T30000999",2023,2,19,"Maria Kowalski","Wrocław","PL",1355.71,"transfer","approved"
"T30001059",2025,2,13,"Adam Mazur","Wrocław","DE",8410.67,"blik","approved"
"T30001060",2024,6,7,"Kasia Wojcik","Poznań","IT",1797.86,"blik","approved"
"T30001061",2025,5,16,"Ewa Mazur","Gdańsk","ES",5365.43,"cash","approved"
"T30001063",2024,7,21,"Adam Kowalski","Kraków","DE",8425.31,"transfer","declined"
"T30001064",2024,10,4,"Adam Wisniewski","Gdańsk","PL",9269.4,"blik","pending"
"T30001065",2024,4,22,"Tomasz Kaczmarek","Gdańsk","DE",5966.52,"card","approved"
"T30001066",2025,4,25,"Kasia Wisniewski","Wrocław","ES",6342.3,"transfer","pending"
"T30001067",2023,1,30,"Kasia Kowalski","Warszawa","FR",7437.88,"card","declined"
"T30001068",2024,12,29,"Anna Wojcik","Poznań","FR",2916.23,"blik","pending"
"T30001069",2025,4,21,"Adam Wisniewski","Wrocław","PL",8443.46,"card","approved"
"T30001070",2025,1,1,"Piotr Mazur","Wrocław","DE",9910.42,"transfer","approved"
"T30001071",2023,9,18,"Jan Mazur","Kraków","FR",4759.63,"transfer","approved"
"T30001072",2025,5,27,"Piotr Nowak","Poznań","IT",333.1,"transfer","approved"
"T30001073",2024,10,2,"Adam Nowak","Warszawa","DE",632.03,"card","approved"
"T30001074",2024,10,16,"Kasia Wisniewski","Gdańsk","PL",3362.32,"cash","approved"
"T30001075",2023,3,6,"Kasia Kaczmarek","Gdańsk","IT",5407.17,"transfer","pending"
"T30001076",2023,12,1,"Ewa Nowak","Poznań","PL",5220.22,"card","approved"
"T30001077",2025,5,30,"Kasia Wisniewski","Warszawa","FR",5383.1,"transfer","declined"
"T30001078",2023,11,8,"Ewa Mazur","Gdańsk","FR",3457.36,"card","declined"
